"species","x","y","longitude","latitude"
"Phoebe sheareri",372515.4745,2941902.509,108.8129576,27.88327585
"Phoebe sheareri",1445016.088,3041460.214,119.8400532,27.86995956
"Phoebe sheareri",1184254.621,3002583.56,117.143111,27.841375
"Phoebe sheareri",368643.5035,2936354.685,108.7712076,27.83495178
"Phoebe sheareri",1240931.216,3007315.934,117.724249,27.82002137
"Phoebe sheareri",365109.9846,2929867.161,108.7326001,27.77808135
"Phoebe sheareri",949986.4446,2969275.937,114.7248864,27.77547058
"Phoebe sheareri",1505786.513,3039536.473,120.4512709,27.7702169
"Phoebe sheareri",1272542.957,3004970.942,118.0415772,27.76255391
"Phoebe sheareri",1386612.642,3020113.877,119.217434,27.75708798
"Phoebe sheareri",1238346.145,2999514.58,117.687863,27.75366935
"Phoebe sheareri",1190932.439,2990727.466,117.1960392,27.7286594
"Phoebe sheareri",1430997.629,3022074.001,119.6689838,27.71682089
"Phoebe sheareri",1440040.455,3020848.641,119.7584716,27.69400025
"Phoebe sheareri",1248593.627,2993394.435,117.7836744,27.6875465
"Phoebe sheareri",1508971.335,3028695.711,120.4662356,27.66984724
"Phoebe sheareri",872283.031,2949094.732,113.9154117,27.6607206
"Phoebe sheareri",382984.7458,2914452.483,108.9089516,27.63392068
"Phoebe sheareri",451771.1054,2916647.003,109.61113,27.627127
"Phoebe sheareri",456704.9038,2914831.266,109.6605453,27.60881009
"Phoebe sheareri",1377840.327,3001561.461,119.1018613,27.60372405
"Phoebe sheareri",439799.9489,2903791.773,109.4831905,27.51694991
"Phoebe sheareri",1486323.793,3007467.923,120.2046954,27.51310142
"Phoebe sheareri",1360258.485,2987844.226,118.9047432,27.50415616
"Phoebe sheareri",1365556.1,2987251.06,118.9573399,27.49224992
"Phoebe sheareri",450199.9155,2900599.619,109.587553,27.48410896
"Phoebe sheareri",1354603.36,2983714.398,118.8418361,27.47455788
"Phoebe sheareri",460565.9666,2897220.991,109.6914023,27.44951328
"Phoebe sheareri",1173109.179,2955755.44,116.972321,27.436957
"Phoebe sheareri",443481.5803,2883061.362,109.5110732,27.32978699
"Phoebe sheareri",506521.306,2885379.877,110.152454,27.323052
"Phoebe sheareri",532619.6114,2885751.198,110.4176242,27.31392399
"Phoebe sheareri",1083313.709,2930337.942,116.0350449,27.30365857
"Phoebe sheareri",1169455.789,2938619.263,116.914507,27.28834023
"Phoebe sheareri",299803.0674,2872871.779,108.0475404,27.28750871
"Phoebe sheareri",1109349.565,2928747.519,116.2961637,27.26327821
"Phoebe sheareri",1193713.293,2938661.412,117.1592574,27.26240234
"Phoebe sheareri",435074.1847,2873952.54,109.4215441,27.25156727
"Phoebe sheareri",526520.1338,2878135.896,110.351532,27.24868972
"Phoebe sheareri",752397.0675,2891581.511,112.6501368,27.23646402
"Phoebe sheareri",774526.222,2893263.011,112.8755633,27.23599603
"Phoebe sheareri",1177222.141,2929578.773,116.981805,27.199473
"Phoebe sheareri",1165569.725,2920642.519,116.853529,27.132397
"Phoebe sheareri",1191471.804,2914252.475,117.1064836,27.04749541
"Phoebe sheareri",517080.9155,2854412.529,110.2430505,27.04066253
"Phoebe sheareri",350463.6368,2844143.785,108.5516611,27.01480298
"Phoebe sheareri",915485.6162,2872205.402,114.2811969,26.93857871
"Phoebe sheareri",1100924.329,2890676.899,116.1676774,26.93238372
"Phoebe sheareri",1085480.564,2887694.681,116.0089669,26.92123078
"Phoebe sheareri",1076965.959,2886344.515,115.9218091,26.91760907
"Phoebe sheareri",1046079.249,2870497.814,115.5939059,26.80615092
"Phoebe sheareri",1126226.056,2872347.669,116.4008489,26.74309328
"Phoebe sheareri",557977.1762,2822325.413,110.6384076,26.73289857
"Phoebe sheareri",1028484.023,2859858.107,115.405777,26.72781
"Phoebe sheareri",1187716.913,2876628.658,117.0226362,26.71627488
"Phoebe sheareri",718236.6849,2824221.469,112.254124,26.65648577
"Phoebe sheareri",557252.079,2812978.909,110.62575,26.64944381
"Phoebe sheareri",1191339.839,2867920.459,117.0483055,26.63468459
"Phoebe sheareri",911778.5431,2836768.251,114.210597,26.624802
"Phoebe sheareri",604181.6399,2810954.374,111.0971302,26.60640725
"Phoebe sheareri",511753.6832,2803702.802,110.1624199,26.58842272
"Phoebe sheareri",596682.9466,2807818.238,111.0197267,26.58238957
"Phoebe sheareri",1147169.511,2850548.832,116.5853206,26.52682228
"Phoebe sheareri",1137881.324,2847352.691,116.488639,26.50796999
"Phoebe sheareri",365606.5985,2785502.132,108.6829483,26.48350534
"Phoebe sheareri",555489.966,2793924.126,110.5971647,26.47938406
"Phoebe sheareri",506592.3213,2783966.481,110.100227,26.41367297
"Phoebe sheareri",606289.446,2787443.292,111.1037791,26.39433293
"Phoebe sheareri",314625.0986,2770177.749,108.164842,26.361629
"Phoebe sheareri",1126864.806,2824916.468,116.3525943,26.31897235
"Phoebe sheareri",382239.1961,2763391.818,108.841719,26.27919642
"Phoebe sheareri",548277.112,2768541.162,110.5104568,26.2551486
"Phoebe sheareri",924311.4623,2794367.4,114.296475,26.23481076
"Phoebe sheareri",831126.4478,2785558.215,113.3564756,26.23030667
"Phoebe sheareri",574503.2953,2764918.59,110.7713487,26.20922271
"Phoebe sheareri",596123.8264,2764943.686,110.9880427,26.19793711
"Phoebe sheareri",386037.3698,2748827.667,108.8741451,26.14696483
"Phoebe sheareri",1095126.833,2800832.601,116.0087146,26.13580142
"Phoebe sheareri",951839.9735,2785503.005,114.5631016,26.13194341
"Phoebe sheareri",690898.0917,2757843.881,111.932193,26.078752
"Phoebe sheareri",564293.2663,2746444.373,110.6584391,26.04856908
"Phoebe sheareri",325574.7845,2735104.359,108.2633152,26.04311439
"Phoebe sheareri",672474.1728,2752193.933,111.7440661,26.03943978
"Phoebe sheareri",1083290.045,2786422.862,115.8748785,26.01863859
"Phoebe sheareri",4487.580954,2725761.527,105.0449539,26.00718193
"Phoebe sheareri",586450.4211,2742721.904,110.8779029,26.0035454
"Phoebe sheareri",1131545.71,2789894.304,116.3591485,26.00115605
"Phoebe sheareri",941663.1649,2768699.286,114.4454623,25.99017587
"Phoebe sheareri",295592.9404,2726607.94,107.9604485,25.97513939
"Phoebe sheareri",485160.5072,2733056.491,109.8597427,25.96595333
"Phoebe sheareri",541370.687,2734320.012,110.4224169,25.95112228
"Phoebe sheareri",1121919.815,2783002.929,116.2555384,25.94937511
"Phoebe sheareri",520749.2752,2732517.859,110.215311,25.94486315
"Phoebe sheareri",621832.4227,2733406.576,111.2257806,25.90044527
"Phoebe sheareri",645750.3149,2734808.827,111.4654954,25.89929009
"Phoebe sheareri",537462.7994,2726334.908,110.379023,25.881255
"Phoebe sheareri",548921.9689,2724765.787,110.492609,25.86150197
"Phoebe sheareri",510024.0135,2719070.811,110.101175,25.828973
"Phoebe sheareri",629967.4527,2725783.861,111.302173,25.827329
"Phoebe sheareri",422280.8015,2712961.249,109.222153,25.811103
"Phoebe sheareri",501804.0685,2715887.76,110.017494,25.80411678
"Phoebe sheareri",555484.0911,2716959.211,110.5537694,25.78802708
"Phoebe sheareri",425079.3989,2708441.287,109.248168,25.769359
"Phoebe sheareri",1003032.131,2747858.369,115.0359045,25.74930453
"Phoebe sheareri",13691.77622,2693338.324,105.1367087,25.71516716
"Phoebe sheareri",931799.7703,2734021.444,114.3145724,25.68768719
"Phoebe sheareri",569832.8713,2705762.283,110.6905096,25.68001892
"Phoebe sheareri",593250.8004,2706621.227,110.924335,25.67541021
"Phoebe sheareri",1019424.052,2737081.644,115.187748,25.63771232
